OID_,Region,GMUvalue,Unit,UnitSub,Major,MinorSpecific,UCU,GeoDetail,sqmiwater,Shape_Length,Shape_Area
1085,4,16,16,16B,O00,1801,16BO001801,6,13.0061970,25970.751270432963793,33685894.696821317076683
1086,4,16,16,16B,S00,0101,16BS000101,6,49.2832146,52894.930180612049298,127642942.235316619277000
1087,4,17,17,17A,N00,0101,17AN000101,6,290.1526184,336164.091622819250915,751491809.792312622070313
1088,4,17,17,17A,N00,0201,17AN000201,6,102.9268799,113336.278036060160957,266579394.858962029218674
1089,4,17,17,17A,N00,0401,17AN000401,6,70.2473068,83374.088068484052201,181939699.057937294244766
1090,4,17,17,17A,N00,0501,17AN000501,6,171.4405670,222720.414004443184240,444029027.193240702152252
1091,4,17,17,17A,N00,0601,17AN000601,6,345.0741272,329141.313572307873983,893737851.598842620849609
1092,4,17,17,17A,N00,0701,17AN000701,6,212.6335754,238225.719192318036221,550718443.906122326850891
1093,4,17,17,17C,N00,0101,17CN000101,6,256.0356750,156716.129822180460906,663129372.326301932334900
1094,4,17,17,17C,N00,0201,17CN000201,6,35.1358833,53804.466430955704709,91001515.261953398585320
1095,4,17,17,17C,N00,0301,17CN000301,6,116.8227921,113521.380474816192873,302569647.078912973403931
1096,5,18,18,18Z,N00,0701,18ZN000701,6,48.1017189,104071.270704707407276,124582882.465468436479568
1097,5,18,18,18Z,N00,0801,18ZN000801,6,521.7511597,747541.205609316355549,1351329303.796922683715820
1098,5,18,18,18Z,N00,0901,18ZN000901,6,828.3070679,990331.603065114933997,2145305458.386234283447266
1099,5,18,18,18Z,N00,1001,18ZN001001,6,219.2460480,219672.716133696754696,567844662.501715302467346
1100,5,18,18,18Z,N00,1002,18ZN001002,6,331.6449280,307746.951961536717135,858956407.997445344924927
1101,5,18,18,18Z,N00,1101,18ZN001101,6,293.6319580,201176.451312355522532,760503303.158155083656311
1102,5,18,18,18Z,N00,1701,18ZN001701,6,350.6254272,353465.032416908943560,908115716.043825268745422
1103,5,18,18,18Z,N00,1801,18ZN001801,6,247.8670197,302909.049278163583949,641972614.265386104583740
1104,5,18,18,18Z,N00,1901,18ZN001901,6,448.1938477,400883.311149983841460,1160816711.437500000000000
1105,5,18,18,18Z,W00,1201,18ZW001201,6,159.6990356,513624.011454894323833,413618597.601422786712646
1106,5,18,18,18Z,W00,1301,18ZW001301,6,27.5428486,304677.241346416936722,71335650.675090953707695
1107,5,18,18,18Z,W11,1401,18ZW111401,6,5.0447426,65975.529426511813654,13065822.708730783313513
1108,5,18,18,18Z,Y00,0101,18ZY000101,6,264.2789001,547358.246316410135478,684479243.300781250000000
1109,5,18,18,18Z,Y00,0102,18ZY000102,6,200.6639099,369685.540646178589668,519717145.964586675167084
1110,5,18,18,18Z,Y00,0501,18ZY000501,6,403.9924927,340974.826986064028461,1046335780.343750000000000
1111,5,18,18,18Z,Y00,0502,18ZY000502,6,154.2697144,193003.172547902067890,399556732.359375000000000
1112,5,18,18,18Z,Y00,0602,18ZY000602,6,315.0668030,461751.544964066997636,816019246.046987414360046
1113,5,18,18,18Z,Y00,0603,18ZY000603,6,95.3845291,123394.692473196002538,247044795.531250000000000
1114,5,22,22,22A,N00,0101,22AN000101,6,110.1410294,119780.345694546995219,285263961.634024143218994
1115,5,22,22,22A,N00,0102,22AN000102,6,132.6745758,186987.584300625079777,343625577.715969920158386
1116,5,22,22,22A,N00,0103,22AN000103,6,144.1496735,178406.512801110744476,373345930.443255901336670
1117,5,22,22,22A,N00,0201,22AN000201,6,167.1708374,191199.185240989812883,432970465.120531737804413
1118,5,22,22,22A,N00,0301,22AN000301,6,29.8522797,36456.219213507756649,77317050.462668776512146
1119,5,22,22,22A,N00,0307,22AN000307,6,49.6878777,59488.522959577196161,128691012.211876675486565
1120,5,22,22,22A,N00,0401,22AN000401,6,67.7070541,76081.504172512431978,175360461.920987308025360
1121,5,22,22,22A,N00,0402,22AN000402,6,54.7517548,50842.695906682529312,141806394.188394397497177
1122,5,22,22,22A,N00,0501,22AN000501,6,182.2230682,248373.167137822776567,471955564.361511468887329
1123,5,22,22,22A,N00,0501,22AN000501,9,184.6422729,119808.390820807762793,478221306.678623914718628
1124,5,22,22,22A,N00,0601,22AN000601,6,20.6310577,42327.489015229119104,53434192.812537029385567
1125,5,22,22,22A,N00,0601,22AN000601,9,18.8757515,37973.426157564303139,48887974.379782319068909
1126,5,22,22,22B,N00,0101,22BN000101,6,64.3525620,98726.835728978738189,166672369.170615732669830
1127,5,22,22,22B,N00,0101,22BN000101,9,130.5763092,75430.027846662385855,338191069.809468984603882
1128,5,22,22,22B,N00,0201,22BN000201,6,65.8689423,95281.508106820721878,170599775.431048929691315
1129,5,22,22,22B,N00,0201,22BN000201,9,47.5790176,63280.067558227157861,123229091.588749483227730
1130,5,22,22,22B,N00,0301,22BN000301,6,24.3075314,59774.727902725382592,62956215.876682266592979
1131,5,22,22,22B,N00,0301,22BN000301,9,21.0427818,34918.318286216541310,54500552.767331972718239
1132,5,22,22,22B,N00,0302,22BN000302,6,36.9195900,93296.526329144748161,95621296.289303243160248
1133,5,22,22,22B,N00,0302,22BN000302,9,67.3283081,59034.253856769508275,174379524.996500849723816
1134,5,22,22,22B,N00,0303,22BN000303,6,131.6989899,190889.617172610072885,341098832.299579739570618
1135,5,22,22,22B,N00,0303,22BN000303,9,108.1919708,68298.250528468866833,280215916.737492799758911
1136,5,22,22,22B,N00,0401,22BN000401,6,290.9970093,402074.556008276587818,753678801.651576757431030
1137,5,22,22,22C,N00,0101,22CN000101,6,51.1701584,96572.050318734691245,132530099.929453745484352
1138,5,22,22,22C,N00,0102,22CN000102,6,12.1850061,46846.122875354856660,31559020.126935590058565
1139,5,22,22,22C,N00,0201,22CN000201,6,33.8227119,82743.516611266459222,87600424.388585075736046
1140,5,22,22,22C,N00,0202,22CN000202,6,38.0305519,81565.233988322870573,98498675.235330075025558
1141,5,22,22,22C,N00,0301,22CN000301,6,43.4515343,52626.680782835253922,112538959.787350013852119
1142,5,22,22,22C,N00,0401,22CN000401,6,38.9669533,48326.046298082146677,100923943.145245090126991
1143,5,22,22,22C,N00,0501,22CN000501,6,53.2568932,65569.268654758750927,137934715.445642620325089
1144,5,22,22,22C,N00,0502,22CN000502,6,89.2593613,117739.713415875230567,231180676.832946896553040
1145,5,22,22,22C,N00,0601,22CN000601,6,50.4575920,52203.773506253666710,130684562.407040640711784
1146,5,22,22,22C,N00,0701,22CN000701,6,57.5233002,52463.884435210122319,148984666.214612305164337
1147,5,22,22,22D,N00,0101,22DN000101,6,294.2865295,305647.776557090226561,762198574.053620457649231
1148,5,22,22,22D,N00,0201,22DN000201,6,146.6948700,244581.988881366036367,379937949.992901563644409
1149,5,22,22,22D,N00,0401,22DN000401,6,1203.3586426,1574027.787813765928149,3116684638.816406250000000
1150,5,22,22,22E,H00,0101,22EH000101,6,80.5547867,87023.761297115255729,208635945.332031250000000
1151,5,22,22,22E,H00,0102,22EH000102,6,183.6461639,290934.940701135958079,475641391.507134139537811
1152,5,22,22,22E,H00,0103,22EH000103,6,100.6579895,155585.351970401883591,260702993.585937500000000
1153,5,22,22,22E,H00,0104,22EH000104,6,79.1652832,195327.765344355575508,205037136.894149422645569
1154,5,22,22,22E,H00,0201,22EH000201,6,259.1458740,311648.714955960633233,671184725.404896855354309
1155,5,22,22,22E,H00,0202,22EH000202,6,13.0205727,52422.324418241092644,33723129.428313881158829
1156,5,22,22,22E,H00,0203,22EH000203,6,2.3889701,22477.150856163789285,6187404.488274801522493
1157,5,22,22,22E,H00,0301,22EH000301,6,387.5880737,579249.273706989362836,1003848505.444102525711060
1158,5,22,22,22E,H00,0301,22EH000301,9,591.4887695,181191.847506042540772,1531948884.185110092163086
1159,5,22,22,22E,H00,0302,22EH000302,6,38.6829491,144927.649345383397304,100188382.362981975078583
1160,5,22,22,22E,H00,0302,22EH000302,9,146.9639130,111685.861562232268625,380634768.475103199481964
1161,5,22,22,22E,H00,0401,22EH000401,6,80.3309937,88816.447349819223746,208056322.019531250000000
1162,5,23,23,23Z,A00,3101,23ZA003101,6,163.2119598,283772.291778364044148,422717054.402302503585815
1163,5,23,23,23Z,B00,1101,23ZB001101,6,196.3376312,302925.683779808867257,508512114.360813677310944
1164,5,23,23,23Z,H00,0101,23ZH000101,6,46.0276031,62997.897453652767581,119210947.144537851214409
1165,5,23,23,23Z,H00,0101,23ZH000101,9,117.1193848,107969.512155786622316,303337812.453195571899414
1166,5,23,23,23Z,H00,0201,23ZH000201,6,64.4414063,84413.721067432401469,166902471.321394056081772
1167,5,23,23,23Z,H00,0201,23ZH000201,9,117.9172668,97437.399581482750364,305404324.182639777660370
1168,5,23,23,23Z,H00,0301,23ZH000301,6,57.4084167,93976.050765586245689,148687115.674652308225632
1169,5,23,23,23Z,H00,0301,23ZH000301,9,69.2768021,60738.047767706753802,179426089.862941503524780
1170,5,23,23,23Z,H00,0401,23ZH000401,6,66.0661545,125590.057682902552187,171110562.160564988851547
1171,5,23,23,23Z,H00,0401,23ZH000401,9,52.9663429,50765.002047569199931,137182194.967163056135178
1172,5,23,23,23Z,H00,0501,23ZH000501,6,112.9337616,116365.779938402629341,292497090.293291389942169
1173,5,23,23,23Z,H00,0501,23ZH000501,9,6.2888818,18837.221805482160562,16288129.249789513647556
1174,5,23,23,23Z,H00,0601,23ZH000601,6,527.1785278,554428.240265454049222,1365386099.283343315124512
1175,5,23,23,23Z,H00,0601,23ZH000601,9,917.9774170,251838.879895103076706,2377550592.923929214477539
1176,5,23,23,23Z,H00,0602,23ZH000602,6,7.0037918,21384.583705919631029,18139737.319789238274097
1177,5,23,23,23Z,H00,4801,23ZH004801,6,90.0762863,95770.285758499026997,233296502.348560810089111
1178,5,23,23,23Z,H00,4901,23ZH004901,6,84.7884827,116432.378416421794100,219601163.131851732730865
1179,5,23,23,23Z,H00,4902,23ZH004902,6,38.8723335,46972.232081392008695,100678879.386874645948410
1180,5,23,23,23Z,H00,4903,23ZH004903,6,38.4426346,68639.749272950022714,99565965.671312853693962
1181,5,23,23,23Z,H00,5001,23ZH005001,6,26.8529415,70793.058126641160925,69548798.489499375224113
1182,5,23,23,23Z,H00,5101,23ZH005101,6,32.3033676,113653.344397943932563,83665338.881375491619110
1183,5,23,23,23Z,H00,5201,23ZH005201,6,67.5752945,74213.724780358534190,175019203.338210850954056
1184,5,23,23,23Z,H00,5202,23ZH005202,6,145.6762848,190849.738595113682095,377299861.275269627571106
1185,5,23,23,23Z,H00,5301,23ZH005301,6,124.4515915,231125.940676550031640,322328132.683561623096466
1186,5,23,23,23Z,H00,5304,23ZH005304,6,110.9645462,113353.796696435791091,287396862.471781671047211
1187,5,23,23,23Z,L00,0701,23ZL000701,6,418.4515381,212834.493465884646866,1083784493.328041553497314
1188,5,26,26,26A,F00,0401,26AF000401,6,1000.8293457,1105024.234675247920677,2592136080.018751621246338
1189,5,26,26,26A,F00,0501,26AF000501,6,758.2119751,785999.359944944852032,1963759999.409600257873535
1190,5,26,26,26A,H00,0101,26AH000101,6,519.1949463,664711.542944476823322,1344708769.407114028930664
1191,5,26,26,26A,H00,0201,26AH000201,6,14.5195675,28373.087636161395494,37605506.558813028037548
1192,5,26,26,26A,H00,0301,26AH000301,6,446.3753662,705834.800841202726588,1156106890.674949407577515
1193,5,26,26,26A,H00,1501,26AH001501,6,78.8820114,84142.676205910189310,204303478.051047265529633
1194,5,26,26,26A,H00,1502,26AH001502,6,54.8395271,62383.986290237160574,142033721.946043789386749
1195,5,26,26,26A,V00,0601,26AV000601,6,97.8683014,141244.964467180485372,253477744.431775063276291
